Date,Open,High,Low,Close,Adj Close,Volume,AD Net,ReportsCount,Ret(5d),Ret(10d),Ret(15d),Ret(20d),Ret(25d),Ret(30d)
10/5/2018,56.990002,57.102501,55.145,56.072498,53.849422,134322000,,,,,,,,
10/8/2018,55.552502,56.200001,55.049999,55.942501,53.724579,118655600,,,,,,,,
10/9/2018,55.91,56.817501,55.5625,56.717499,54.468845,107564000,,,,,,,,
10/10/2018,56.365002,56.587502,54.012501,54.09,51.945526,167962400,,,,,,,,
10/11/2018,53.630001,54.875,53.080002,53.612499,51.486954,212497600,,,,,,,,
10/12/2018,55.105,55.720001,54.209999,55.5275,53.326027,161351600,,,,,,,,
10/15/2018,55.290001,55.4575,54.317501,54.34,52.185612,123164000,,,,,,,,
10/16/2018,54.732498,55.747501,54.189999,55.537498,53.335629,116736000,,,,,,,,
10/17/2018,55.575001,55.66,54.834999,55.297501,53.105156,91541600,,,,,,,,
10/18/2018,54.465,54.935001,53.25,54.005001,51.863895,130325200,,,,,,,,
10/19/2018,54.514999,55.314999,54.357498,54.827499,52.653782,132314800,,,,,,,,
10/22/2018,54.947498,55.84,54.735001,55.162498,52.975498,115168400,,,,,,,,
10/23/2018,53.9575,55.8125,53.674999,55.682499,53.474888,155071200,,,,,,,,
10/24/2018,55.650002,56.057499,53.634998,53.772499,51.640602,163702000,,,,,,,,
10/25/2018,54.427502,55.345001,54.1875,54.950001,52.771427,119423200,,,,,,,,
10/26/2018,53.974998,55.047501,53.1675,54.075001,51.931114,189033600,,,,,,,,
10/29/2018,54.797501,54.922501,51.522499,53.060001,50.956364,183742000,,,,,,,,
10/30/2018,52.787498,53.794998,52.317501,53.325001,51.210857,146640000,,,,,,,,
10/31/2018,54.220001,55.112499,54.154999,54.715,52.545742,153435600,,,,,,,,
11/1/2018,54.762501,55.59,54.202499,55.555,53.352436,233292800,,,,,,,,
11/2/2018,52.387501,53.412498,51.357498,51.869999,49.81353,365314800,,,,,,,,
11/5/2018,51.075001,51.0975,49.5425,50.397499,48.399414,264654800,,,,,,,,
11/6/2018,50.48,51.18,50.422501,50.942501,48.922806,127531600,,,,,,,,
11/7/2018,51.4925,52.514999,51.032501,52.487499,50.406551,133697600,,,,,,,,
11/8/2018,52.494999,52.529999,51.6875,52.122501,50.230682,101450400,,,,,,,,
11/9/2018,51.387501,51.502499,50.5625,51.1175,49.262165,137463200,,,,,,,,
11/12/2018,49.75,49.962502,48.447498,48.5425,46.780621,204542000,,,,,,,,
11/13/2018,47.907501,49.294998,47.862499,48.057499,46.313217,187531600,,,,,,,,
11/14/2018,48.474998,48.619999,46.482498,46.700001,45.004986,243204000,,,,,,,,
11/15/2018,47.0975,47.9925,46.724998,47.852501,46.115662,185915200,,,,,,,,
11/16/2018,47.625,48.7425,47.365002,48.3825,46.626419,147713200,,,,,,,,
11/19/2018,47.5,47.674999,46.247501,46.465,44.778522,167701200,,,,,,,,
11/20/2018,44.592499,45.3675,43.877499,44.244999,42.639099,271300800,,,,,,,,
11/21/2018,44.932499,45.067501,44.137501,44.195,42.590912,124496800,,,,,,,,
11/23/2018,43.735001,44.150002,43.025002,43.072498,41.509148,94496000,,,,,,,,
11/26/2018,43.560001,43.737499,42.564999,43.654999,42.070507,179994000,,,,,,,,
11/27/2018,42.877499,43.692501,42.720001,43.560001,41.978962,165549600,,,,,,,,
11/28/2018,44.182499,45.322498,43.732498,45.235001,43.593174,184250000,,,,,,,,
11/29/2018,45.665001,45.700001,44.424999,44.887501,43.258274,167080000,,,,,,,,
11/30/2018,45.072498,45.0825,44.2575,44.645,43.024586,158126000,,,,,,,,
12/3/2018,46.115002,46.235001,45.302502,46.205002,44.527958,163210000,,,,,,,,
12/4/2018,45.237499,45.5975,44.067501,44.172501,42.569237,165377200,,,,,,,,
12/6/2018,42.939999,43.695,42.605,43.68,42.094608,172393600,,,,,,,,
12/7/2018,43.372501,43.622501,42.075001,42.122501,40.593636,169126400,,,,,,,,
12/10/2018,41.25,42.522499,40.8325,42.400002,40.861069,248104000,,,,,,,,
12/11/2018,42.915001,42.947498,41.75,42.157501,40.627365,189126800,,,,,,,,
12/12/2018,42.599998,42.98,42.255001,42.275002,40.740597,142510800,,,,,,,,
12/13/2018,42.622501,43.142502,42.387501,42.737499,41.186317,127594400,,,,,,,,
12/14/2018,42.25,42.27,41.32,41.369999,39.868443,162814800,,,,,,,,
12/17/2018,41.362499,42.087502,40.682499,40.985001,39.497425,177151600,,,,,,,,
12/18/2018,41.345001,41.8825,41.0975,41.517502,40.010601,135366000,,,,,,,,
12/19/2018,41.5,41.862499,39.772499,40.2225,38.762596,196189200,,,,,,,,
12/20/2018,40.099998,40.5275,38.825001,39.2075,37.784439,259092000,,,,,,,,
12/21/2018,39.215,39.540001,37.407501,37.682499,36.314785,382978400,,,,,,,,
12/24/2018,37.037498,37.887501,36.647499,36.7075,35.375179,148676800,,,,,,,,
12/26/2018,37.075001,39.307499,36.68,39.2925,37.866356,234330000,,,,,,,,
12/27/2018,38.959999,39.192501,37.517502,39.037498,37.620609,212468400,,,,,,,,
12/28/2018,39.375,39.630001,38.637501,39.057499,37.639881,169165600,,,,,,,,
12/31/2018,39.6325,39.84,39.119999,39.435001,38.003693,140014000,,,,,,,,
1/2/2019,38.7225,39.712502,38.557499,39.48,38.047043,148158800,,,,,,,,
1/3/2019,35.994999,36.43,35.5,35.547501,34.257271,365248800,,,,,,,,
1/4/2019,36.1325,37.137501,35.950001,37.064999,35.719707,234428400,,,,,,,,
1/7/2019,37.174999,37.2075,36.474998,36.982498,35.64019,219111200,,,,,,,,
1/8/2019,37.389999,37.955002,37.130001,37.6875,36.319611,164101200,,,,,,,,
1/9/2019,37.822498,38.6325,37.407501,38.327499,36.936378,180396400,,,,,,,,
1/10/2019,38.125,38.4925,37.715,38.450001,37.054436,143122800,,,,,,,,
1/11/2019,38.220001,38.424999,37.877499,38.072498,36.690636,108092800,,,,,,,,
1/14/2019,37.712502,37.817501,37.305,37.5,36.138916,129756800,,,,,,,,
1/15/2019,37.567501,38.3475,37.512501,38.267502,36.878548,114843600,,,,,,,,
1/16/2019,38.27,38.970001,38.25,38.735001,37.32909,122278800,,,,,,,,
1/17/2019,38.549999,39.415001,38.314999,38.965,37.550739,119284800,,,,,,,,
1/18/2019,39.375,39.470001,38.994999,39.205002,37.782032,135004000,,,,,,,,
1/22/2019,39.102501,39.182499,38.154999,38.325001,36.933971,121576000,,,,,,,,
1/23/2019,38.537498,38.785,37.924999,38.48,37.083336,92522400,,,,,,,,
1/24/2019,38.5275,38.619999,37.935001,38.174999,36.78941,101766000,"35,000",1,0.089980408,0.119449957,0.118533127,0.132743972,0.145841549,0.132351071
1/25/2019,38.869999,39.532501,38.580002,39.439999,38.008492,134142000,,,,,,,,
1/28/2019,38.947498,39.0825,38.415001,39.075001,37.65675,104768400,,,,,,,,
1/29/2019,39.0625,39.532501,38.5275,38.669998,37.266441,166348800,,,,,,,,
1/30/2019,40.8125,41.537498,40.057499,41.3125,39.81303,244439200,,,,,,,,
1/31/2019,41.5275,42.25,41.139999,41.610001,40.099735,162958400,,,,,,,,
2/1/2019,41.740002,42.244999,41.482498,41.630001,40.119015,130672400,"9,126",7,0.023360557,0.023420586,0.046300696,0.056029328,0.07434535,0.129113617
2/4/2019,41.852501,42.915001,41.82,42.8125,41.258579,125982000,,,,,,,,
2/5/2019,43.215,43.77,43.087502,43.544998,41.964504,144406400,,,,,,,,
2/6/2019,43.662498,43.892502,43.212502,43.560001,41.978962,112958400,,,,,,,,
2/7/2019,43.099998,43.485001,42.584999,42.735001,41.183918,126966800,,,,,,,,
2/8/2019,42.247501,42.665001,42.105,42.602501,41.232292,95280000,,,,,,,,
2/11/2019,42.762501,42.802502,42.3125,42.357498,40.995182,83973600,,,,,,,,
2/12/2019,42.525002,42.75,42.424999,42.7225,41.348434,89134000,,,,,,,,
2/13/2019,42.8475,43.119999,42.48,42.544998,41.176643,89960800,,,,,,,,
2/14/2019,42.427502,42.814999,42.345001,42.700001,41.32666,87342800,,,,,,,,
2/15/2019,42.8125,42.924999,42.4375,42.605,41.234718,98507200,,,,,,,,
2/19/2019,42.427502,42.860001,42.372501,42.732498,41.358109,75891200,,,,,,,,
2/20/2019,42.797501,43.330002,42.747501,43.0075,41.624268,104457600,,,,,,,,
2/21/2019,42.950001,43.092499,42.575001,42.764999,41.389568,68998800,,,,,,,,
2/22/2019,42.895,43.25,42.845001,43.2425,41.851715,75652800,,,,,,,,
2/25/2019,43.540001,43.967499,43.487499,43.557499,42.156582,87493600,,,,,,,,
2/26/2019,43.427502,43.825001,43.2925,43.5825,42.180775,68280800,,,,,,,,
2/27/2019,43.302502,43.75,43.182499,43.717499,42.311432,111341600,,,,,,,,
2/28/2019,43.580002,43.727501,43.23,43.287498,41.895264,112861600,,,,,,,,
3/1/2019,43.57,43.787498,43.2225,43.7425,42.335629,103544800,,,,,,,,
3/4/2019,43.922501,44.4375,43.4925,43.962502,42.548553,109744800,,,,,,,,
3/5/2019,43.985001,44,43.634998,43.8825,42.471138,78949600,,,,,,,,
3/6/2019,43.6675,43.872501,43.485001,43.630001,42.226746,83241600,,,,,,,,
3/7/2019,43.467499,43.610001,43.005001,43.125,41.737995,99185600,,,,,,,,
3/8/2019,42.580002,43.267502,42.375,43.227501,41.837193,95997600,,,,,,,,
3/11/2019,43.872501,44.779999,43.837502,44.724998,43.28653,128044000,,,,,,,,
3/12/2019,45,45.6675,44.842499,45.227501,43.772873,129870400,,,,,,,,
3/13/2019,45.5625,45.825001,45.23,45.427502,43.966442,124130000,,,,,,,,
3/14/2019,45.974998,46.025002,45.639999,45.932499,44.455196,94318000,,,,,,,,
3/15/2019,46.212502,46.8325,45.935001,46.529999,45.03347,156171600,,,,,,,,
3/18/2019,46.450001,47.0975,46.447498,47.005001,45.493206,104879200,,,,,,,,
3/19/2019,47.087502,47.247501,46.48,46.6325,45.132683,126585600,,,,,,,,
3/20/2019,46.557499,47.372501,46.182499,47.040001,45.527081,124140800,,,,,,,,
3/21/2019,47.505001,49.0825,47.452499,48.772499,47.20385,204136800,,,,,,,,
3/22/2019,48.834999,49.422501,47.695,47.762501,46.22633,169630800,,,,,,,,
3/25/2019,47.877499,47.994999,46.650002,47.185001,45.667416,175381200,,,,,,,,
3/26/2019,47.915001,48.220001,46.145,46.697498,45.195591,199202000,,,,,,,,
3/27/2019,47.1875,47.439999,46.637501,47.1175,45.602081,119393600,,,,,,,,
3/28/2019,47.237499,47.389999,46.8825,47.18,45.662563,83121600,,,,,,,,
3/29/2019,47.4575,47.52,47.134998,47.487499,45.960182,94256000,,,,,,,,
4/1/2019,47.91,47.919998,47.095001,47.810001,46.272312,111448000,"107,549",2,0.04632924,0.04177992,0.084919429,0.049309746,0.060761325,-0.013490901
4/2/2019,47.772499,48.615002,47.762501,48.505001,46.944954,91062800,,,,,,,,
4/3/2019,48.3125,49.125,48.287498,48.837502,47.266766,93087200,,,,,,,,
4/4/2019,48.697498,49.092499,48.285,48.922501,47.349033,76457200,,,,,,,,
4/5/2019,49.112499,49.275002,48.982498,49.25,47.665989,74106400,"-51,138",1,0.009492365,0.03822335,0.038629442,0.058274091,-0.057258883,-0.070609157
4/8/2019,49.105,50.057499,49.084999,50.025002,48.416069,103526800,,,,,,,,
4/9/2019,50.080002,50.712502,49.807499,49.875,48.270901,143072800,,,,,,,,
4/10/2019,49.669998,50.185001,49.544998,50.154999,48.541901,86781200,,,,,,,,
4/11/2019,50.212502,50.25,49.610001,49.737499,48.137817,83603200,,,,,,,,
4/12/2019,49.799999,50.035,49.052502,49.717499,48.118458,111042800,,,,,,,,
4/15/2019,49.645,49.962502,49.502499,49.807499,48.205574,70146400,"17,048",2,0.041409427,0.007227847,0.018220168,-0.05305422,-0.063394008,-0.1096722
4/16/2019,49.865002,50.342499,49.639999,49.8125,48.210396,102785600,,,,,,,,
4/17/2019,49.884998,50.845001,49.6525,50.782501,49.149212,115627200,,,,,,,,
4/18/2019,50.779999,51.037498,50.630001,50.965,49.32584,96783200,,,,,,,,
4/22/2019,50.7075,51.235001,50.584999,51.1325,49.487946,77758000,,,,,,,,
4/23/2019,51.107498,51.9375,50.974998,51.869999,50.201721,93292000,,,,,,,,
4/24/2019,51.84,52.119999,51.762501,51.790001,50.124306,70162400,,,,,,,,
4/25/2019,51.7075,51.939999,51.279999,51.32,49.669407,74172800,,,,,,,,
4/26/2019,51.224998,51.25,50.529999,51.075001,49.432304,74596400,,,,,,,,
4/29/2019,51.099998,51.4925,50.965,51.1525,49.507309,88818800,,,,,,,,
4/30/2019,50.764999,50.849998,49.7775,50.1675,48.553986,186139600,,,,,,,,
5/1/2019,52.470001,53.827499,52.307499,52.630001,50.937286,259309200,,,,,,,,
5/2/2019,52.459999,53.162498,52.032501,52.287498,50.605797,127985200,"-56,411",1,-0.040305964,-0.091178545,-0.140999231,-0.162945184,-0.090843895,-0.078460381
5/3/2019,52.7225,52.959999,52.557499,52.9375,51.234894,83569600,,,,,,,,
5/6/2019,51.072498,52.209999,50.875,52.119999,50.443691,129772400,,,,,,,,
5/7/2019,51.470001,51.855,50.2075,50.715,49.083874,155054800,,,,,,,,
5/8/2019,50.474998,51.334999,50.4375,50.724998,49.093555,105358000,,,,,,,,
5/9/2019,50.099998,50.419998,49.165001,50.18,48.566078,139634400,,,,,,,,
5/10/2019,49.355,49.712502,48.192501,49.294998,47.893284,164834800,,,,,,,,
5/13/2019,46.927502,47.369999,45.712502,46.43,45.109749,229722400,,,,,,,,
5/14/2019,46.602501,47.424999,46.352501,47.165001,45.823849,146118800,,,,,,,,
5/15/2019,46.567501,47.9375,46.505001,47.73,46.372784,106178800,,,,,,,,
5/16/2019,47.477501,48.1175,47.209999,47.52,46.168747,132125600,,,,,,,,
5/17/2019,46.732498,47.724998,46.689999,47.25,45.906425,131516400,,,,,,,,
5/20/2019,45.880001,46.087502,45.07,45.772499,44.470943,154449200,,,,,,,,
5/21/2019,46.305,47,46.174999,46.650002,45.323494,113459200,,,,,,,,
5/22/2019,46.165001,46.427502,45.637501,45.695,44.395638,118994400,,,,,,,,
5/23/2019,44.950001,45.134998,44.452499,44.915001,43.637821,146118800,,,,,,,,
5/24/2019,45.049999,45.535,44.654999,44.7425,43.470226,94858800,,,,,,,,
5/28/2019,44.73,45.147499,44.477501,44.557499,43.290497,111792800,,,,,,,,
5/29/2019,44.105,44.837502,44,44.345001,43.084023,113924800,,,,,,,,
5/30/2019,44.487499,44.807499,44.1675,44.575001,43.307499,84873600,,,,,,,,
5/31/2019,44.057499,44.497501,43.747501,43.767502,42.522957,108174400,,,,,,,,
6/3/2019,43.900002,44.48,42.567501,43.325001,42.093033,161584400,,,,,,,,
6/4/2019,43.860001,44.9575,43.630001,44.91,43.632965,123872000,,,,,,,,
6/5/2019,46.07,46.247501,45.285,45.634998,44.337345,119093600,,,,,,,,
6/6/2019,45.77,46.3675,45.537498,46.305,44.988293,90105200,,,,,,,,
6/7/2019,46.627499,47.98,46.442501,47.537498,46.185753,122737600,,,,,,,,
6/10/2019,47.952499,48.842499,47.904999,48.145,46.77597,104883600,,,,,,,,
6/11/2019,48.715,49,48.400002,48.702499,47.317612,107731600,,,,,,,,
6/12/2019,48.487499,48.9925,48.3475,48.547501,47.167034,73012800,,,,,,,,
6/13/2019,48.674999,49.197498,48.400002,48.537498,47.157318,86698400,,,,,,,,
6/14/2019,47.887501,48.397499,47.575001,48.185001,46.814835,75046000,,,,,,,,
6/17/2019,48.224998,48.740002,48.0425,48.4725,47.094166,58676400,,,,,,,,
6/18/2019,49.012501,50.072498,48.802502,49.612499,48.201752,106204000,,,,,,,,
6/19/2019,49.919998,49.970001,49.327499,49.467499,48.060871,84496800,,,,,,,,
6/20/2019,50.092499,50.1525,49.5075,49.865002,48.447071,86056000,,,,,,,,
6/21/2019,49.700001,50.212502,49.537498,49.695,48.281902,191202400,,,,,,,,
6/24/2019,49.634998,50.040001,49.5425,49.645,48.233326,72881600,,,,,,,,
6/25/2019,49.607498,49.814999,48.822498,48.892502,47.502232,84281200,,,,,,,,
6/26/2019,49.442501,50.247501,49.337502,49.950001,48.529652,104270000,,,,,,,,
6/27/2019,50.072498,50.392502,49.892502,49.935001,48.515079,83598800,,,,,,,,
6/28/2019,49.669998,49.875,49.262501,49.48,48.073009,124442400,,,,,,,,
7/1/2019,50.7925,51.122501,50.162498,50.387501,48.954712,109012000,,,,,,,,
7/2/2019,50.352501,50.782501,50.34,50.682499,49.241325,67740800,,,,,,,,
7/3/2019,50.82,51.110001,50.672501,51.102501,49.64938,45448000,,,,,,,,
7/5/2019,50.837502,51.27,50.724998,51.057499,49.605648,69062000,,,,,,,,
7/8/2019,50.202499,50.349998,49.602501,50.005001,48.583092,101354400,,,,,,,,
7/9/2019,49.799999,50.377499,49.702499,50.310001,48.879414,82312000,,,,,,,,
7/10/2019,50.462502,50.932499,50.389999,50.807499,49.362766,71588400,,,,,,,,
7/11/2019,50.827499,51.0975,50.427502,50.4375,49.003288,80767200,,,,,,,,
7/12/2019,50.612499,51,50.549999,50.825001,49.379768,70380800,,,,,,,,
7/15/2019,51.022499,51.467499,51,51.302502,49.843689,67789600,,,,,,,,
